life_expectancy,adult_mortality,bmi,hiv_aids,income_comp_res,schooling
74.2,148.0,32.8,0.1,0.769,14.7
61.9,254.0,27.3,0.9,0.57,11.5
68.8,182.0,48.9,0.1,0.509,9.5
75.8,15.0,52.0,0.1,0.797,13.6
89.0,89.0,58.6,0.1,0.873,16.1
64.9,186.0,13.9,0.1,0.511,11.0
58.6,35.0,34.0,5.1,0.439,7.8
77.9,7.0,67.7,0.1,0.843,13.4
59.3,284.0,24.1,2.1,0.439,8.8
53.6,29.0,18.0,1.9,0.33799999999999997,5.8
52.4,323.0,13.7,2.5,0.0,3.9
78.9,76.0,58.3,0.1,0.845,15.2
75.0,211.0,5.1,0.2,0.6509999999999999,12.9
74.2,151.0,4.1,0.1,0.0,0.0
74.2,116.0,61.9,0.1,0.715,13.0
52.3,412.0,26.8,2.4,0.5823099263112267,11.219255733448723
64.7,255.0,18.6,0.4,0.418,5.0
69.0,279.0,31.7,3.2,0.436,5.3
71.1,166.0,44.9,0.1,0.662,13.0
69.2,192.0,35.2,2.0,0.721,11.9
74.1,157.0,62.1,0.1,0.769,14.3
65.8,211.0,44.2,0.1,0.0,10.6
62.0,329.0,14.7,1.3,0.405,5.3
52.1,28.0,14.6,1.6,0.266,3.0
74.5,88.0,68.2,0.1,0.845,16.1
74.4,145.0,56.4,0.1,0.7120000000000001,13.3
74.5,133.0,52.9,0.2,0.721,13.4
63.7,198.0,31.3,0.3,0.529,9.6
74.0,14.0,5.6,0.1,0.614,9.1
53.2,369.0,12.9,4.6,0.298,4.9
56.1,288.0,15.6,1.5,0.345,5.4
74.5,14.0,55.0,0.1,0.7979999999999999,12.0
73.6,116.0,62.4,0.1,0.737,13.1
59.3,273.0,12.8,2.1,0.42700000000000005,8.2
72.4,124.0,26.2,0.4,0.615,12.2
72.3,182.0,32.4,0.1,0.7390000000000001,13.2
73.4,158.0,44.3,0.3,0.67,12.4
79.7,78.0,6.0,0.1,0.877,15.8
74.6,12.0,54.1,0.1,0.7390000000000001,12.7
58.2,32.0,24.5,4.2,0.5820000000000001,9.2
81.5,63.0,62.6,0.1,0.8759999999999999,15.6
75.0,144.0,42.6,0.1,0.7809999999999999,14.5
74.9,13.0,59.3,0.1,0.72,14.7
69.4,173.0,43.3,0.1,0.0,10.4
79.8,86.0,61.2,0.1,0.82,15.4
46.4,64.0,17.6,18.2,0.44299999999999995,10.2
56.8,284.0,21.0,2.0,0.434,8.7
47.7,539.0,13.3,10.8,0.396,10.8
75.6,137.0,57.6,0.1,0.833,16.2
44.6,611.0,17.1,18.6,0.424,9.8
46.2,441.0,2.7,1.9,0.36700000000000005,8.3
75.9,9.0,51.7,0.1,0.703,11.6
52.9,416.0,19.3,7.8,0.48700000000000004,9.8
57.9,251.0,17.9,0.6,0.381,5.4
64.1,216.0,14.3,1.1,0.483,10.1
64.0,194.0,31.6,0.3,0.535,9.7
66.9,163.0,15.5,0.1,0.599,12.4
46.8,388.0,16.8,2.4,0.406,5.9
65.9,25.0,21.3,0.5,0.5329999999999999,9.1
73.2,17.0,59.1,0.1,0.0,15.2
55.7,45.0,19.7,11.9,0.504,11.4
67.6,187.0,17.5,0.2,0.599,11.5
75.3,1.0,61.2,0.1,0.723,14.6
61.7,317.0,3.2,11.7,0.589,11.3
58.3,34.0,22.0,2.6,0.457,11.5
78.0,218.0,54.0,0.1,0.764,14.4
67.11146523178809,182.8331953642384,5.2,0.1,0.7490000000000001,13.4
55.0,312.0,24.3,0.7,0.5823099263112267,11.219255733448723
74.7,81.0,71.4,0.1,0.799,13.3
69.5,28.0,51.4,0.1,0.782,15.0
55.0,357.0,18.9,5.0,0.435,10.1
61.4,259.0,27.3,0.9,0.42700000000000005,9.9
55.0,36.0,17.3,2.0,0.5823099263112267,11.219255733448723
55.3,388.0,16.9,10.3,0.483,9.7
71.8,157.0,66.2,0.1,0.674,13.2
55.3,293.0,15.1,1.7,0.33399999999999996,4.9
48.8,523.0,13.6,10.0,0.40399999999999997,11.0
71.2,17.0,39.8,0.1,0.624,11.8
74.9,93.0,27.3,0.1,0.682,12.2
73.1,16.0,54.7,0.7,0.703,13.0
63.2,187.0,17.4,0.1,0.457,5.5
64.1,241.0,42.0,0.1,0.0,10.4
69.2,28.0,43.8,0.4,0.5670000000000001,9.6
72.8,166.0,3.2,0.1,0.7340000000000001,13.8
74.5,129.0,37.4,0.1,0.7759999999999999,12.9
51.9,336.0,21.1,0.9,0.5823099263112267,11.219255733448723
64.7,23.0,19.5,0.4,0.508,10.3
56.3,288.0,22.5,6.0,0.401,8.9
84.0,68.0,61.6,0.1,0.872,15.7
67.2,161.0,15.8,0.1,0.607,12.5
72.0,165.0,58.6,0.1,0.6729999999999999,12.4
66.2,168.0,14.7,0.1,0.5660000000000001,11.7
69.4,216.0,23.6,0.5,0.596,12.5
79.2,81.0,59.9,0.1,0.83,15.3
64.4,261.0,18.0,0.4,0.41600000000000004,5.0
75.7,136.0,45.1,0.1,0.782,14.1
69.9,155.0,21.5,0.8,0.0,11.3
48.1,41.0,18.3,5.4,0.0,8.1
58.1,275.0,17.1,0.9,0.377,6.7
73.6,133.0,54.5,0.1,0.7390000000000001,13.4
61.3,273.0,32.2,3.1,0.441,5.5
59.1,331.0,38.2,1.3,0.42200000000000004,6.6
57.2,38.0,19.5,3.6,0.48,7.7
78.0,17.0,43.9,0.1,0.6559999999999999,12.8
56.7,366.0,28.4,3.7,0.507,10.4
65.7,23.0,2.8,0.4,0.488,10.8
63.0,294.0,18.9,4.3,0.523,11.1
73.6,158.0,56.5,0.1,0.7,11.8
62.3,229.0,13.2,0.1,0.484,10.2
73.8,88.0,67.5,0.1,0.787,13.8
74.3,89.0,66.4,0.1,0.83,15.2
44.3,464.0,19.7,2.2,0.348,8.0
48.9,418.0,22.2,1.3,0.392,8.9
46.0,66.0,15.9,22.4,0.371,9.7
72.6,138.0,45.9,0.1,0.0,10.4
63.3,238.0,43.3,0.1,0.607,13.7
52.9,462.0,17.6,13.7,0.43,10.2
45.6,58.0,17.2,13.4,0.315,5.4
73.6,14.0,46.0,0.1,0.662,10.6
68.0,274.0,15.3,2.0,0.39299999999999996,8.1
68.3,181.0,18.7,0.2,0.615,11.6
72.7,16.0,21.9,0.1,0.6,9.7
66.0,217.0,47.7,0.1,0.6829999999999999,10.8
61.8,246.0,21.6,0.1,0.47600000000000003,10.5
65.1,225.0,2.0,0.3,0.509,10.3
65.3,199.0,2.9,0.2,0.573,10.6
71.6,125.0,48.8,0.1,0.741,11.7
51.5,491.0,17.3,14.9,0.415,9.9
66.6,199.0,23.8,0.3,0.552,9.1
47.8,564.0,28.2,43.7,0.502,9.9
79.0,98.0,56.5,0.1,0.752,13.4
73.7,161.0,6.4,0.1,0.767,14.1
57.7,294.0,2.9,3.0,0.41200000000000003,7.8
87.0,79.0,61.4,0.1,0.887,17.0
68.9,243.0,57.2,0.1,0.723,14.6
56.7,292.0,18.6,1.7,0.5823099263112267,11.219255733448723
72.3,172.0,18.5,0.1,0.731,13.3
76.6,122.0,62.8,0.1,0.754,13.1
57.6,377.0,19.2,5.1,0.466,10.7
56.3,295.0,18.2,1.8,0.5823099263112267,11.219255733448723
57.3,357.0,29.0,3.5,0.514,10.4
72.4,127.0,57.8,0.1,0.73,13.8
59.5,272.0,17.6,0.1,0.46299999999999997,9.8
68.9,169.0,67.0,0.1,0.638,11.7
69.1,179.0,41.9,0.1,0.0,10.1
53.7,497.0,42.9,29.7,0.611,12.9
57.5,25.0,17.5,0.5,0.37799999999999995,5.2
63.8,224.0,37.5,0.1,0.0,0.0
67.5,151.0,42.6,0.1,0.642,10.4
46.8,495.0,19.0,9.0,0.33,6.2
74.0,15.0,51.4,0.1,0.6729999999999999,13.6
71.1,193.0,47.9,0.4,0.609,10.5
74.0,153.0,39.5,0.1,0.0,0.0
66.6,258.0,47.9,0.1,0.758,14.6
54.5,277.0,15.7,1.5,0.28600000000000003,3.7
65.0,24.0,14.8,0.9,0.495,10.3
52.2,366.0,18.2,3.1,0.387,7.3
58.6,348.0,21.9,2.4,0.5823099263112267,11.219255733448723
77.3,17.0,53.0,0.1,0.705,13.2
71.0,213.0,49.4,0.2,0.644,12.7
71.9,165.0,42.0,0.2,0.639,12.1
62.1,23.0,2.3,0.7,0.425,6.8
66.7,234.0,38.5,0.1,0.613,12.5
62.0,228.0,22.3,1.2,0.446,6.5
66.0,223.0,24.2,1.3,0.461,7.2
72.1,186.0,28.1,0.1,0.7120000000000001,12.1
66.7,188.0,24.3,0.3,0.491,9.5
65.5,23.0,14.9,0.3,0.556,10.2
80.0,78.0,63.1,0.1,0.857,16.2
67.8,184.0,38.7,0.3,0.631,11.8
56.8,33.0,19.8,2.3,0.371,7.9
74.5,138.0,19.8,0.1,0.7390000000000001,13.5
63.8,229.0,35.43532608695652,0.3,0.485,7.2
67.6,217.0,39.5,0.2,0.624,12.6
75.0,123.0,4.6,0.1,0.787,13.1
75.0,134.0,5.7,0.1,0.703,13.1
65.1,237.0,38.4,1.9,0.613,11.2
59.3,347.0,16.7,6.8,0.47700000000000004,10.7
74.5,148.0,53.2,0.1,0.636,11.6
69.7,171.0,54.8,0.1,0.644,11.7
76.0,198.0,46.5,0.4,0.596,10.4
75.2,12.0,49.4,0.1,0.0,12.1
62.3,291.0,18.5,3.1,0.488,10.0
70.0,229.0,59.3,0.2,0.799,14.6
79.0,169.0,68.2,0.1,0.659,12.3
66.8,215.0,4.4,0.1,0.45299999999999996,8.0
64.7,267.0,27.4,2.8,0.59,11.1
73.0,155.0,45.6,0.1,0.6629999999999999,12.1
56.3,41.0,15.6,8.2,0.45299999999999996,10.6
69.4,188.0,41.4,0.2,0.632,12.1
73.5,91.0,65.9,0.1,0.7909999999999999,14.4
75.0,93.0,64.4,0.1,0.763,13.3
69.3,167.0,54.5,0.1,0.638,10.3
63.1,25.0,3.8,0.9,0.513,8.5
74.2,147.0,43.8,0.1,0.7240000000000001,12.8
79.1,92.0,61.4,0.1,0.773,13.9
73.4,157.0,45.9,0.5,0.603,11.3
67.4,224.0,47.6,0.4,0.0,11.1
61.0,288.0,17.7,2.8,0.447,10.2
77.1,99.0,25.7,0.1,0.5823099263112267,11.219255733448723
73.8,122.0,5.4,0.1,0.6509999999999999,11.6
52.6,424.0,2.3,7.2,0.488,9.5
74.6,136.0,11.8,0.2,0.618,11.3
82.5,58.0,64.9,0.1,0.898,16.0
53.3,338.0,17.7,2.9,0.33799999999999997,5.9
63.4,249.0,22.0,2.8,0.55,11.1
74.8,144.0,55.3,0.1,0.747,15.2
57.4,283.0,19.1,1.6,0.5823099263112267,11.219255733448723
72.8,11.0,53.6,0.1,0.603,10.7
72.1,163.0,42.8,0.2,0.6459999999999999,12.3
73.0,139.0,72.9,0.1,0.693,12.9
73.1,138.0,28.8,0.1,0.7240000000000001,12.1
79.7,91.0,59.8,0.1,0.878,17.0
76.7,7.0,62.2,0.1,0.815,14.5
53.6,377.0,35.43532608695652,4.2,0.0,0.0
62.9,222.0,11.8,0.3,0.494,8.3
75.8,76.0,58.5,0.1,0.815,14.4
74.8,129.0,58.0,0.1,0.7879999999999999,16.3
56.9,368.0,2.2,6.4,0.5823099263112267,11.219255733448723
67.6,167.0,26.2,0.1,0.5823099263112267,11.219255733448723
74.6,142.0,21.9,0.1,0.757,13.8
67.5,257.0,54.8,0.7,0.669,13.3
77.6,95.0,26.2,0.1,0.5823099263112267,11.219255733448723
69.0,218.0,49.9,0.1,0.5823099263112267,11.219255733448723
81.7,83.0,6.6,0.1,0.882,16.1
73.2,137.0,29.8,0.1,0.731,12.7
75.5,79.0,56.8,0.1,0.81,14.2
66.9,194.0,28.5,0.5,0.5529999999999999,10.8
72.5,119.0,51.5,0.1,0.752,12.2
65.5,237.0,35.8,2.8,0.687,12.6
69.2,184.0,43.9,0.1,0.69,12.1
75.3,83.0,57.2,0.1,0.769,15.0
69.0,157.0,3.3,0.1,0.5823099263112267,11.219255733448723
68.9,219.0,46.2,0.4,0.615,11.6
67.8,183.0,37.0,0.3,0.613,11.6
66.2,162.0,24.7,0.1,0.542,7.8
79.2,11.0,55.8,0.1,0.851,15.5
66.3,218.0,4.9,0.8,0.618,10.7
55.0,34.0,16.1,2.4,0.297,4.6
64.0,252.0,14.4,0.2,0.485,8.6
57.9,322.0,29.0,4.3,0.37200000000000005,3.3
73.0,14.0,45.9,0.1,0.708,11.6
73.0,167.0,43.5,2.3,0.69,11.7
51.2,391.0,12.3,5.0,0.0,3.9
49.1,369.0,19.8,2.5,0.48,8.5
87.0,74.0,63.0,0.1,0.897,15.8
73.6,156.0,38.2,0.1,0.0,0.0
68.3,183.0,4.7,0.2,0.657,11.9
62.9,328.0,51.1,3.6,0.665,13.0
54.5,344.0,25.4,3.7,0.525,10.0
44.5,675.0,27.4,34.8,0.43700000000000006,10.7
69.8,212.0,58.5,0.2,0.728,14.9
72.5,159.0,44.2,0.1,0.649,12.0
81.0,93.0,57.5,0.1,0.86,15.5
69.3,199.0,51.8,0.6,0.6779999999999999,11.5
65.1,172.0,21.9,0.1,0.521,7.5
48.1,43.0,14.4,5.0,0.303,5.1
74.7,14.0,48.6,0.2,0.696,12.9
65.7,232.0,4.3,1.9,0.62,11.2
81.0,72.0,66.5,0.1,0.865,17.2
68.8,222.0,52.7,0.1,0.733,14.8
54.1,336.0,19.8,4.4,0.5529999999999999,8.5
65.2,233.0,2.1,0.5,0.485,10.8
77.5,8.0,57.2,0.1,0.7609999999999999,14.2
55.7,34.0,21.7,7.3,0.59,9.1
83.0,86.0,6.6,0.1,0.878,16.9
62.9,255.0,21.3,2.9,0.546,11.1
75.7,121.0,45.9,0.2,0.716,12.1
74.1,137.0,55.7,0.1,0.77,16.4
72.5,146.0,7.8,0.1,0.698,14.5
76.3,135.0,58.5,0.1,0.85,16.5
74.6,139.0,49.3,0.1,0.698,13.0
74.6,144.0,57.2,0.1,0.72,13.6
76.3,118.0,61.2,0.1,0.777,15.6
74.7,13.0,56.3,0.1,0.775,16.3
63.4,231.0,39.4,0.1,0.0,10.3
72.0,191.0,52.8,0.3,0.662,12.9
58.0,363.0,2.7,6.8,0.5329999999999999,11.8
62.5,238.0,11.4,0.1,0.439,8.9
59.9,314.0,4.4,1.5,0.439,7.6
53.8,334.0,19.5,3.6,0.5539999999999999,8.4
75.2,19.0,51.1,0.1,0.765,11.9
61.1,28.0,39.6,3.3,0.455,8.3
58.3,365.0,19.6,4.8,0.473,10.8
49.2,457.0,16.0,12.8,0.5823099263112267,11.219255733448723
65.8,168.0,1.8,0.1,0.46799999999999997,7.5
77.3,122.0,59.4,0.1,0.86,16.5
73.2,168.0,37.4,0.1,0.7809999999999999,14.1
53.2,417.0,2.7,6.8,0.49200000000000005,9.4
76.0,123.0,57.9,0.1,0.731,12.3
72.0,17.0,46.9,0.1,0.695,14.0
76.1,97.0,52.6,0.1,0.716,13.3
48.5,559.0,16.6,19.3,0.387,9.7
75.0,197.0,44.2,0.4,0.5770000000000001,10.7
75.2,138.0,47.5,0.1,0.735,13.1
57.1,283.0,21.5,2.0,0.43799999999999994,8.9
57.5,378.0,15.9,8.1,0.46399999999999997,10.8
66.4,3.0,55.7,0.3,0.754,13.8
52.5,372.0,12.6,4.9,0.28300000000000003,4.3
63.7,273.0,25.6,3.3,0.557,10.2
55.4,279.0,18.4,2.0,0.389,6.4
71.6,145.0,46.1,0.1,0.653,11.1
54.9,355.0,18.4,5.1,0.43200000000000005,10.0
60.0,23.0,21.1,1.1,0.44299999999999995,6.4
47.4,48.0,17.3,5.1,0.0,8.0
67.8,146.0,43.1,0.1,0.6509999999999999,10.6
67.4,185.0,35.3,0.2,0.594,10.7
49.6,381.0,35.43532608695652,3.0,0.0,0.0
76.8,117.0,63.4,0.1,0.7909999999999999,15.5
71.8,183.0,19.2,0.1,0.735,13.4
75.3,122.0,58.9,0.1,0.7659999999999999,14.1
75.5,124.0,46.9,0.1,0.721,12.4
53.3,394.0,23.8,7.2,0.456,8.2
68.8,183.0,49.7,0.1,0.512,9.6
56.2,338.0,15.7,2.4,0.336,8.6
63.5,219.0,21.2,0.5,0.444,7.5
62.4,36.0,31.0,8.7,0.598,11.4
74.4,128.0,57.0,0.1,0.755,13.6
74.9,116.0,55.0,0.1,0.7240000000000001,14.0
74.1,172.0,58.1,0.1,0.7859999999999999,12.4
67.3,19.0,17.0,0.2,0.59,11.3
56.6,343.0,35.43532608695652,3.5,0.42100000000000004,4.9
44.8,666.0,26.9,34.6,0.439,10.7
74.7,115.0,5.1,0.1,0.748,11.6
73.0,144.0,51.9,0.1,0.0,0.0
61.0,25.0,12.9,0.1,0.485,9.8
71.0,194.0,45.7,0.3,0.5870000000000001,11.0
58.8,272.0,2.6,1.2,0.5823099263112267,11.219255733448723
73.6,127.0,48.1,0.1,0.725,11.2
56.6,429.0,3.3,8.8,0.46399999999999997,9.8
62.9,233.0,23.2,0.8,0.49,10.9
67.7,273.0,57.6,0.4,0.73,14.9
73.0,189.0,56.3,0.1,0.8290000000000001,16.1
74.4,111.0,56.9,0.1,0.73,13.0
72.9,133.0,52.2,0.1,0.715,13.2
52.6,46.0,29.3,33.7,0.519,10.8
71.3,145.0,44.4,0.1,0.636,10.7
71.4,138.0,5.8,0.1,0.5920000000000001,10.8
56.7,295.0,13.4,0.1,0.373,6.5
63.9,292.0,43.9,0.1,0.6759999999999999,12.1
59.1,342.0,13.6,1.8,0.0,5.0
66.6,192.0,16.4,0.5,0.519,10.6
76.0,145.0,55.8,0.1,0.6459999999999999,10.4
73.2,159.0,45.1,0.6,0.597,11.1
74.9,126.0,58.3,0.1,0.767,14.0
51.0,424.0,17.7,15.3,0.318,6.7
71.6,16.0,69.7,0.1,0.6709999999999999,12.6
52.8,296.0,17.5,2.0,0.33299999999999996,5.5
75.3,14.0,59.1,0.1,0.741,12.9
59.4,277.0,35.43532608695652,0.2,0.40299999999999997,5.6
73.5,132.0,49.7,0.1,0.7070000000000001,11.7
59.1,317.0,18.4,5.0,0.514,10.7
54.8,491.0,33.2,14.4,0.61,11.9
71.5,141.0,55.3,0.1,0.747,15.9
52.0,48.0,14.5,8.1,0.359,7.6
68.9,182.0,59.1,0.1,0.649,10.1
65.0,211.0,73.4,0.1,0.574,11.8
72.0,174.0,37.9,0.1,0.6809999999999999,12.5
77.2,84.0,56.5,0.1,0.759,14.2
69.0,265.0,15.8,0.6,0.473,8.9
57.4,368.0,2.2,9.1,0.518,11.6
68.1,187.0,22.9,0.3,0.6559999999999999,12.1
73.0,157.0,46.6,0.1,0.579,10.7
68.3,179.0,18.9,0.2,0.5529999999999999,10.9
78.0,1.0,56.1,0.1,0.856,17.7
79.6,88.0,59.3,0.1,0.804,15.2
74.9,98.0,66.1,0.1,0.763,13.3
62.3,259.0,45.3,1.5,0.47,8.7
73.6,15.0,53.5,0.1,0.691,12.4
67.6,2.0,43.0,0.1,0.47,8.4
75.3,138.0,52.0,0.5,0.725,12.8
77.3,76.0,66.0,0.1,0.825,12.0
63.2,23.0,11.9,0.1,0.446,9.0
66.9,189.0,17.5,0.1,0.613,10.8
53.1,336.0,22.9,0.8,0.5823099263112267,11.219255733448723
55.0,282.0,19.0,1.7,0.363,6.4
79.0,186.0,4.1,0.7,0.0,12.7
74.9,138.0,23.4,0.1,0.764,14.0
74.7,12.0,54.7,0.1,0.701,14.3
72.4,149.0,26.0,0.1,0.715,11.6
73.8,159.0,61.0,0.1,0.77,14.2
66.0,229.0,36.3,2.7,0.6940000000000001,12.6
45.4,7.0,27.9,26.8,0.408,9.5
74.0,113.0,64.8,0.1,0.737,13.1
52.7,374.0,23.5,4.4,0.507,9.7
67.5,18.0,62.8,0.1,0.612,10.4
65.3,244.0,37.1,2.3,0.609,11.0
79.3,74.0,59.2,0.1,0.855,15.3
58.4,382.0,31.8,7.3,0.541,11.4
77.6,119.0,57.1,0.1,0.78,13.0
51.8,412.0,22.3,7.7,0.452,8.1
49.3,543.0,24.9,29.8,0.445,9.6
63.9,234.0,44.0,0.1,0.61,14.0
65.6,199.0,15.3,0.7,0.511,10.5
73.0,184.0,54.7,0.2,0.675,13.2
65.8,173.0,14.2,0.1,0.541,11.3
74.9,113.0,5.6,0.1,0.753,11.5
53.6,459.0,29.7,21.6,0.523,11.0
48.1,652.0,32.2,28.4,0.58,11.8
67.0,278.0,56.4,0.9,0.7070000000000001,14.5
74.5,148.0,53.6,0.1,0.73,14.2
61.4,288.0,31.4,10.7,0.6459999999999999,12.4
59.8,258.0,21.6,1.1,0.5823099263112267,11.219255733448723
81.3,86.0,6.1,0.1,0.879,16.0
51.2,31.0,16.5,2.3,0.308,4.9
74.9,87.0,55.0,0.1,0.7959999999999999,13.5
73.3,118.0,6.9,0.1,0.742,13.6
51.5,337.0,2.2,0.9,0.5823099263112267,11.219255733448723
66.3,164.0,11.2,0.1,0.47600000000000003,7.7
76.2,125.0,54.2,0.5,0.7290000000000001,12.8
73.6,12.0,54.9,0.1,0.0,11.9
64.3,222.0,23.4,1.6,0.514,10.0
55.0,388.0,2.4,5.2,0.47700000000000004,9.1
67.5,217.0,21.6,0.1,0.655,11.5
49.8,416.0,17.3,14.5,0.311,6.2
73.6,156.0,46.8,0.4,0.606,11.5
77.6,98.0,45.4,0.1,0.7020000000000001,11.6
85.0,74.0,62.5,0.1,0.894,15.8
74.4,12.0,49.9,0.1,0.722,12.5
68.3,225.0,21.1,0.5,0.5720000000000001,11.9
58.1,287.0,15.7,0.1,0.433,8.7
61.6,291.0,31.9,10.0,0.645,12.4
75.0,192.0,45.2,0.4,0.578,10.1
69.1,2.0,58.7,0.1,0.706,14.6
75.2,123.0,55.7,0.1,0.742,14.2
72.0,197.0,53.4,0.3,0.6659999999999999,13.0
59.2,296.0,18.3,0.6,0.493,8.2
76.8,82.0,65.2,0.1,0.825,11.7
62.5,282.0,14.9,0.1,0.0,8.0
77.8,72.0,67.0,0.1,0.8370000000000001,13.4
65.0,254.0,16.7,0.3,0.0,9.2
61.1,349.0,35.2,6.2,0.669,12.3
57.9,283.0,13.9,0.6,0.0,8.0
73.2,99.0,61.6,0.1,0.773,12.7
63.7,26.0,13.5,0.1,0.49200000000000005,10.6
74.5,92.0,54.5,0.1,0.7859999999999999,13.2
64.7,22.0,24.0,1.2,0.521,10.2
71.1,171.0,46.0,0.3,0.778,12.7
64.0,224.0,23.6,1.3,0.451,6.7
64.2,22.0,17.0,0.6,0.474,8.0
74.1,126.0,51.8,0.1,0.6970000000000001,12.6
74.2,113.0,48.4,0.1,0.7709999999999999,15.0
69.0,18.0,41.1,0.1,0.0,9.6
59.9,28.0,23.6,2.6,0.519,9.1
55.3,35.0,15.2,2.9,0.319,7.9
71.4,14.0,23.7,0.8,0.574,11.1
69.7,19.0,61.9,0.1,0.727,15.2
72.3,195.0,55.2,0.1,0.805,15.7
64.9,26.0,22.2,0.4,0.455,7.9
72.0,153.0,7.3,0.1,0.677,12.7
64.0,271.0,4.5,0.1,0.609,10.5
78.0,129.0,15.6,0.1,0.5870000000000001,11.8
72.5,132.0,57.4,0.1,0.7559999999999999,15.1
61.8,286.0,44.9,1.1,0.485,9.6
62.9,286.0,16.5,0.7,0.405,5.0
73.7,158.0,59.3,0.1,0.754,14.0
57.3,297.0,2.3,2.3,0.376,8.1
54.0,334.0,18.1,2.8,0.325,5.1
62.2,284.0,46.4,1.0,0.501,9.9
72.6,134.0,47.8,0.1,0.645,10.8
80.0,77.0,6.6,0.1,0.8809999999999999,15.8
54.3,47.0,2.9,9.6,0.397,9.5
44.5,715.0,26.7,36.7,0.418,9.5
61.0,296.0,28.1,9.5,0.637,12.2
70.0,215.0,48.6,0.3,0.636,12.4
74.9,113.0,48.2,0.1,0.0,11.6
62.6,243.0,42.6,0.1,0.6,13.3
65.0,37.0,54.0,0.2,0.7090000000000001,12.1
75.8,122.0,5.3,0.1,0.74,12.9
68.7,223.0,21.9,0.6,0.581,12.3
79.3,81.0,6.5,0.1,0.8390000000000001,15.6
52.3,375.0,22.8,4.7,0.5,9.6
55.9,369.0,27.2,4.6,0.496,10.4
66.2,215.0,46.7,0.3,0.638,10.3
67.1,189.0,34.8,0.1,0.0,10.6
68.5,186.0,47.2,0.1,0.49700000000000005,9.4
71.3,195.0,61.3,0.2,0.748,15.3
73.7,146.0,17.9,0.1,0.725,13.2
76.0,127.0,17.5,0.1,0.6779999999999999,12.6
58.0,526.0,18.8,15.9,0.479,10.9
48.0,4.0,14.1,4.8,0.3,4.9
62.8,289.0,34.1,6.0,0.664,12.5
74.9,94.0,63.5,0.1,0.752,13.3
66.3,188.0,15.4,0.1,0.597,10.7
74.0,189.0,51.9,0.1,0.6659999999999999,13.8
68.8,164.0,38.2,0.2,0.613,11.1
62.0,298.0,24.5,3.8,0.5479999999999999,10.5
77.0,9.0,54.7,0.1,0.735,14.2
66.1,195.0,15.9,0.6,0.52,10.5
50.0,42.0,21.1,3.2,0.373,10.3
77.9,1.0,56.1,0.1,0.775,14.0
73.3,161.0,51.5,1.4,0.6920000000000001,12.8
68.4,211.0,41.1,0.3,0.546,8.5
72.5,147.0,72.1,0.1,0.703,14.5
69.6,237.0,58.7,0.3,0.792,14.3
